,Name,+/-,Score,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
0,YDR339C,1.0,0.5,59,1,0,60,0.49166666666666664,0.9833333333333333,0.4957983193277311,1.0,0.0
1,YKL095W,0.0,0.5,59,1,1,59,0.5,0.9833333333333333,0.5,0.5,0.5
2,YNL241C,0.0,0.5,59,1,2,58,0.5083333333333333,0.9833333333333333,0.5042735042735043,0.3333333333333333,0.6666666666666666
3,YBR116C,0.0,0.5,59,1,3,57,0.5166666666666667,0.9833333333333333,0.5086206896551724,0.25,0.75
4,YMR304W,0.0,0.5,59,1,4,56,0.525,0.9833333333333333,0.5130434782608696,0.2,0.8
5,YMR203W,0.0,0.5,59,1,5,55,0.5333333333333333,0.9833333333333333,0.5175438596491229,0.16666666666666666,0.8333333333333334
6,YIR040C,0.0,0.5,59,1,6,54,0.5416666666666666,0.9833333333333333,0.5221238938053098,0.14285714285714285,0.8571428571428571
7,YOL050C,0.0,0.5,59,1,7,53,0.55,0.9833333333333333,0.5267857142857143,0.125,0.875
8,YMR137C,0.0,0.5,59,1,8,52,0.5583333333333333,0.9833333333333333,0.5315315315315315,0.1111111111111111,0.8888888888888888
9,YDR090C,0.0,0.5,59,1,9,51,0.5666666666666667,0.9833333333333333,0.5363636363636364,0.1,0.9
10,YLR009W,0.0,0.5,59,1,10,50,0.575,0.9833333333333333,0.5412844036697247,0.09090909090909091,0.9090909090909091
11,YGR023W,0.0,0.5,59,1,11,49,0.5833333333333334,0.9833333333333333,0.5462962962962963,0.08333333333333333,0.9166666666666666
12,YPL188W,0.0,0.5,59,1,12,48,0.5916666666666667,0.9833333333333333,0.5514018691588785,0.07692307692307693,0.9230769230769231
13,YER087C-A,0.0,0.5,59,1,13,47,0.6,0.9833333333333333,0.5566037735849056,0.07142857142857142,0.9285714285714286
14,YLR308W,0.0,0.5,59,1,14,46,0.6083333333333333,0.9833333333333333,0.5619047619047619,0.06666666666666667,0.9333333333333333
15,YDR344C,0.0,0.5,59,1,15,45,0.6166666666666667,0.9833333333333333,0.5673076923076923,0.0625,0.9375
16,YJR079W,0.0,0.5,59,1,16,44,0.625,0.9833333333333333,0.5728155339805825,0.058823529411764705,0.9411764705882353
17,YKR075C,0.0,0.5,59,1,17,43,0.6333333333333333,0.9833333333333333,0.5784313725490197,0.05555555555555555,0.9444444444444444
18,YIR039C,0.0,0.5,59,1,18,42,0.6416666666666667,0.9833333333333333,0.5841584158415841,0.05263157894736842,0.9473684210526315
19,YGR232W,0.0,0.5,59,1,19,41,0.65,0.9833333333333333,0.59,0.05,0.95
20,YNL275W,0.0,0.5,59,1,20,40,0.6583333333333333,0.9833333333333333,0.5959595959595959,0.047619047619047616,0.9523809523809523
21,YMR288W,0.0,0.5,59,1,21,39,0.6666666666666666,0.9833333333333333,0.6020408163265306,0.045454545454545456,0.9545454545454546
22,YFR025C,0.0,0.5,59,1,22,38,0.675,0.9833333333333333,0.6082474226804123,0.043478260869565216,0.9565217391304348
