Used 2009 Datasets
Correlation Dictionary: 18654251520
Expression Datasets: 48
Initialized Expression Datasets
Initialized Localization Data
Initialized training and validation data
Initialized Network
Used Cross Entropy Loss Function
./Yeast Resources/Pairwise/Spell/LR/Original_glpx_b_149x25000x53_lr0.01_batch50_Train_/
./Yeast Resources/Pairwise/Spell/LR/Original_glpx_b_149x25000x53_lr0.01_batch50_Test_/
100 Batch Cumulative Loss: 16.471214592456818
Time for 100 Batches: 0.006640803813934326
100 Batch Cumulative Loss: 22.190009001642466
Time for 100 Batches: 0.6011001865069071
100 Batch Cumulative Loss: 23.263791576959193
Time for 100 Batches: 0.590270745754242
100 Batch Cumulative Loss: 23.928737776121125
Time for 100 Batches: 0.5843116362889608
100 Batch Cumulative Loss: 24.100472770165652
Time for 100 Batches: 0.5895910223325094
100 Batch Cumulative Loss: 23.31060438054613
Time for 100 Batches: 0.5900588989257812
100 Batch Cumulative Loss: 24.949632838368416
Time for 100 Batches: 0.5846648852030436
100 Batch Cumulative Loss: 25.32806057925336
Time for 100 Batches: 0.5940864086151123
100 Batch Cumulative Loss: 23.309670102549717
Time for 100 Batches: 0.5830548723538717
100 Batch Cumulative Loss: 42.4821916166693
Time for 100 Batches: 0.5869285027186076
100 Batch Cumulative Loss: 28.708574420626974
Time for 100 Batches: 0.5891366799672445
100 Batch Cumulative Loss: 24.69578736287076
Time for 100 Batches: 0.5912969509760538
100 Batch Cumulative Loss: 22.829756317216663
Time for 100 Batches: 0.5854445934295655
100 Batch Cumulative Loss: 26.507646829642056
Time for 100 Batches: 0.5895511269569397
100 Batch Cumulative Loss: 28.324807916283454
Time for 100 Batches: 0.5893394112586975
100 Batch Cumulative Loss: 25.469374318723567
Time for 100 Batches: 0.5879615545272827
100 Batch Cumulative Loss: 24.119671235675924
Time for 100 Batches: 0.5916017333666483
100 Batch Cumulative Loss: 25.38143939297879
Time for 100 Batches: 0.5849447051684061
100 Batch Cumulative Loss: 22.235324021428823
Time for 100 Batches: 0.5889501611391703
100 Batch Cumulative Loss: 19.613488822156796
Time for 100 Batches: 0.586422065893809
100 Batch Cumulative Loss: 23.94386059549697
Time for 100 Batches: 0.5885968446731568
100 Batch Cumulative Loss: 17.984391871392475
Time for 100 Batches: 0.582159145673116
100 Batch Cumulative Loss: 24.40533052245155
Time for 100 Batches: 0.5869324684143067
100 Batch Cumulative Loss: 24.12309154123068
Time for 100 Batches: 0.583306888739268
100 Batch Cumulative Loss: 17.340912296291208
Time for 100 Batches: 0.5888027548789978
100 Batch Cumulative Loss: 22.884551890194416
Time for 100 Batches: 0.5865637103716532
100 Batch Cumulative Loss: 23.4295267053094
Time for 100 Batches: 0.5933597246805827
100 Batch Cumulative Loss: 21.299356735893525
Time for 100 Batches: 0.5837284723917643
100 Batch Cumulative Loss: 21.035455868346617
Time for 100 Batches: 0.587778369585673
100 Batch Cumulative Loss: 24.899811406154186
Time for 100 Batches: 0.5863861282666524
100 Batch Cumulative Loss: 19.74845673656091
Time for 100 Batches: 0.5908520062764485
100 Batch Cumulative Loss: 22.933081631933874
Time for 100 Batches: 0.5947084108988444
100 Batch Cumulative Loss: 21.177602568874136
Time for 100 Batches: 0.5916462063789367
100 Batch Cumulative Loss: 23.328358457889408
Time for 100 Batches: 0.5928947766621907
100 Batch Cumulative Loss: 21.060183770858202
Time for 100 Batches: 0.5857920249303182
100 Batch Cumulative Loss: 20.655917415651857
Time for 100 Batches: 0.5848307013511658
100 Batch Cumulative Loss: 21.568627542612376
Time for 100 Batches: 0.5895376523335775
100 Batch Cumulative Loss: 14.48712226038333
Time for 100 Batches: 0.5863569935162862
100 Batch Cumulative Loss: 18.08846635761438
Time for 100 Batches: 0.584451683362325
100 Batch Cumulative Loss: 16.882853518851334
Time for 100 Batches: 0.5904753009478251
100 Batch Cumulative Loss: 16.76894701646961
Time for 100 Batches: 0.591632612546285
100 Batch Cumulative Loss: 18.442387376911938
Time for 100 Batches: 0.5863080898920695
100 Batch Cumulative Loss: 18.223165274666826
Time for 100 Batches: 0.5936300158500671
100 Batch Cumulative Loss: 14.403410975108272
Time for 100 Batches: 0.5906280120213826
100 Batch Cumulative Loss: 15.77582824685669
Time for 100 Batches: 0.587512179215749
100 Batch Cumulative Loss: 19.224022104404867
Time for 100 Batches: 0.5864355683326721
100 Batch Cumulative Loss: 19.0463231393951
Time for 100 Batches: 0.588124426205953
100 Batch Cumulative Loss: 17.641601726820227
Time for 100 Batches: 0.5921008984247843
100 Batch Cumulative Loss: 16.124437574787862
Time for 100 Batches: 0.5875833431879679
100 Batch Cumulative Loss: 18.221328429754067
Time for 100 Batches: 0.584728479385376
100 Batch Cumulative Loss: 17.26038285624236
Time for 100 Batches: 0.5889875014623006
100 Batch Cumulative Loss: 17.00380542036146
Time for 100 Batches: 0.586434539159139
100 Batch Cumulative Loss: 16.408239451237023
Time for 100 Batches: 0.5883763551712036
100 Batch Cumulative Loss: 14.584049124096055
Time for 100 Batches: 0.5892174720764161
100 Batch Cumulative Loss: 14.147126009667772
Time for 100 Batches: 0.586850372950236
100 Batch Cumulative Loss: 18.091505730707013
Time for 100 Batches: 0.5892018755276998
100 Batch Cumulative Loss: 15.174161279341206
Time for 100 Batches: 0.584951647122701
100 Batch Cumulative Loss: 17.48530654795468
Time for 100 Batches: 0.5850997726122539
100 Batch Cumulative Loss: 15.087546313166968
Time for 100 Batches: 0.5902595480283102
100 Batch Cumulative Loss: 15.380725174909458
Time for 100 Batches: 0.582914400100708
100 Batch Cumulative Loss: 15.126889027604193
Time for 100 Batches: 0.5933799544970194
100 Batch Cumulative Loss: 19.87242118522863
Time for 100 Batches: 0.5848452011744182
100 Batch Cumulative Loss: 18.201527676312253
Time for 100 Batches: 0.5911154826482137
100 Batch Cumulative Loss: 16.54616032895865
Time for 100 Batches: 0.5896085699399313
100 Batch Cumulative Loss: 14.402058696374297
Time for 100 Batches: 0.5896590511004131
100 Batch Cumulative Loss: 15.814965379075147
Time for 100 Batches: 0.583570126692454
100 Batch Cumulative Loss: 14.64936754340306
Time for 100 Batches: 0.5887158195177714
100 Batch Cumulative Loss: 16.6962516522035
Time for 100 Batches: 0.5907357136408488
100 Batch Cumulative Loss: 15.022234671327169
Time for 100 Batches: 0.5927855730056762
100 Batch Cumulative Loss: 18.31852455555054
Time for 100 Batches: 0.585108999411265
100 Batch Cumulative Loss: 14.919418022793252
Time for 100 Batches: 0.5881470084190369
100 Batch Cumulative Loss: 15.838341697541182
Time for 100 Batches: 0.5922747294108073
100 Batch Cumulative Loss: 16.181967611802975
Time for 100 Batches: 0.5877917528152465
100 Batch Cumulative Loss: 13.937711086030959
Time for 100 Batches: 0.5889984329541524
100 Batch Cumulative Loss: 14.93609331503103
Time for 100 Batches: 0.5772899667421977
100 Batch Cumulative Loss: 15.051742583396845
Time for 100 Batches: 0.5880009770393372
100 Batch Cumulative Loss: 17.51807780895615
Time for 100 Batches: 0.5916619578997294
100 Batch Cumulative Loss: 16.13939995598048
Time for 100 Batches: 0.5878783146540324
100 Batch Cumulative Loss: 18.083048821543343
Time for 100 Batches: 0.5886000672976176
100 Batch Cumulative Loss: 15.05510608619079
Time for 100 Batches: 0.5852691531181335
100 Batch Cumulative Loss: 16.727882428327575
Time for 100 Batches: 0.5883147954940796
100 Batch Cumulative Loss: 14.055265417089686
Time for 100 Batches: 0.5874369064966838
100 Batch Cumulative Loss: 13.519288641400635
Time for 100 Batches: 0.5897066871325175
100 Batch Cumulative Loss: 16.273512471467257
