Used 2009 Datasets
Initialized Expression Datasets
Initialized training and validation data
Initialized Network
Used Cross Entropy Loss Function
./Yeast Resources/Pairwise/Spell/CE_unrelatedNode/Original_x_bu_113x25000x54_lr0.01_batch50_Train_/
./Yeast Resources/Pairwise/Spell/CE_unrelatedNode/Original_x_bu_113x25000x54_lr0.01_batch50_Test_/
100 Batch Cumulative Loss: 402.8429985046387
Time for 100 Batches: 0.005483806133270264
100 Batch Cumulative Loss: 1036.8926124572754
Time for 100 Batches: 0.44799240827560427
100 Batch Cumulative Loss: 1213.0029134750366
Time for 100 Batches: 0.43284887870152794
100 Batch Cumulative Loss: 956.4103951454163
Time for 100 Batches: 0.42954510847727456
100 Batch Cumulative Loss: 779.152202129364
Time for 100 Batches: 0.42752098639806113
100 Batch Cumulative Loss: 696.0797176361084
Time for 100 Batches: 0.42946696281433105
100 Batch Cumulative Loss: 608.0663838386536
Time for 100 Batches: 0.42875032424926757
100 Batch Cumulative Loss: 607.6306524276733
Time for 100 Batches: 0.4252671241760254
100 Batch Cumulative Loss: 567.1419675350189
Time for 100 Batches: 0.4239828626314799
100 Batch Cumulative Loss: 519.9362785816193
Time for 100 Batches: 0.4311701019605001
100 Batch Cumulative Loss: 509.003130197525
Time for 100 Batches: 0.42830970287323
100 Batch Cumulative Loss: 507.9380736351013
Time for 100 Batches: 0.43106582562128704
100 Batch Cumulative Loss: 510.4936537742615
Time for 100 Batches: 0.4316038966178894
100 Batch Cumulative Loss: 458.15593552589417
Time for 100 Batches: 0.43051453431447345
100 Batch Cumulative Loss: 440.1444778442383
Time for 100 Batches: 0.4302291512489319
100 Batch Cumulative Loss: 427.8263704776764
Time for 100 Batches: 0.43420733213424684
100 Batch Cumulative Loss: 411.4757146835327
Time for 100 Batches: 0.42918261686960857
100 Batch Cumulative Loss: 390.9050204753876
Time for 100 Batches: 0.4337243795394897
100 Batch Cumulative Loss: 386.13386845588684
Time for 100 Batches: 0.4295012394587199
100 Batch Cumulative Loss: 381.0343041419983
Time for 100 Batches: 0.43301025629043577
100 Batch Cumulative Loss: 354.21201968193054
Time for 100 Batches: 0.4303932030995687
100 Batch Cumulative Loss: 352.1142055988312
Time for 100 Batches: 0.4301360011100769
100 Batch Cumulative Loss: 355.75079679489136
Time for 100 Batches: 0.42913020849227906
100 Batch Cumulative Loss: 337.7786195278168
Time for 100 Batches: 0.42832905451456704
100 Batch Cumulative Loss: 333.6021854877472
Time for 100 Batches: 0.43305307626724243
100 Batch Cumulative Loss: 337.6037257909775
Time for 100 Batches: 0.43072479565938315
100 Batch Cumulative Loss: 336.5557076931
Time for 100 Batches: 0.4281161586443583
100 Batch Cumulative Loss: 332.6329309940338
Time for 100 Batches: 0.42960254351298016
100 Batch Cumulative Loss: 321.17584443092346
Time for 100 Batches: 0.4317262530326843
100 Batch Cumulative Loss: 319.7294371128082
Time for 100 Batches: 0.4288475195566813
100 Batch Cumulative Loss: 321.0625230073929
Time for 100 Batches: 0.4312796433766683
100 Batch Cumulative Loss: 327.94207072257996
Time for 100 Batches: 0.42672242323557535
100 Batch Cumulative Loss: 339.4242836236954
Time for 100 Batches: 0.42779235045115155
100 Batch Cumulative Loss: 323.9857598543167
Time for 100 Batches: 0.4296518007914225
100 Batch Cumulative Loss: 301.41419100761414
Time for 100 Batches: 0.43276389439900714
100 Batch Cumulative Loss: 335.4966924190521
Time for 100 Batches: 0.42813191016515095
100 Batch Cumulative Loss: 306.893226146698
Time for 100 Batches: 0.42822656631469724
100 Batch Cumulative Loss: 296.5926892757416
Time for 100 Batches: 0.4325655261675517
100 Batch Cumulative Loss: 286.17825877666473
Time for 100 Batches: 0.43006314436594645
100 Batch Cumulative Loss: 281.18986988067627
Time for 100 Batches: 0.4284874677658081
100 Batch Cumulative Loss: 279.1889442205429
Time for 100 Batches: 0.42927709023157756
100 Batch Cumulative Loss: 289.6721969842911
Time for 100 Batches: 0.4273136655489604
100 Batch Cumulative Loss: 286.06520092487335
Time for 100 Batches: 0.43103434244791666
100 Batch Cumulative Loss: 278.5298066139221
Time for 100 Batches: 0.42822741667429604
100 Batch Cumulative Loss: 278.69409799575806
Time for 100 Batches: 0.4293410420417786
100 Batch Cumulative Loss: 270.40381693840027
Time for 100 Batches: 0.4269536773363749
100 Batch Cumulative Loss: 275.76761400699615
Time for 100 Batches: 0.4312466343243917
100 Batch Cumulative Loss: 272.7748296260834
Time for 100 Batches: 0.42840766509373984
100 Batch Cumulative Loss: 283.6365957260132
Time for 100 Batches: 0.42824096282323204
100 Batch Cumulative Loss: 266.0252194404602
Time for 100 Batches: 0.42859184741973877
100 Batch Cumulative Loss: 268.12451791763306
Time for 100 Batches: 0.42905664443969727
100 Batch Cumulative Loss: 263.1871165037155
Time for 100 Batches: 0.4287464658419291
100 Batch Cumulative Loss: 265.3151124715805
Time for 100 Batches: 0.43070319096247356
100 Batch Cumulative Loss: 253.6283699274063
Time for 100 Batches: 0.42619365056355796
100 Batch Cumulative Loss: 273.00874948501587
Time for 100 Batches: 0.42697453101476035
100 Batch Cumulative Loss: 260.9917685985565
Time for 100 Batches: 0.4237581491470337
100 Batch Cumulative Loss: 254.73018729686737
Time for 100 Batches: 0.4275884588559469
100 Batch Cumulative Loss: 253.12094831466675
Time for 100 Batches: 0.428091025352478
100 Batch Cumulative Loss: 263.11363899707794
Time for 100 Batches: 0.4287062525749207
100 Batch Cumulative Loss: 262.38332641124725
Time for 100 Batches: 0.42708486715952554
100 Batch Cumulative Loss: 257.66327035427094
Time for 100 Batches: 0.4300506949424744
100 Batch Cumulative Loss: 253.94106221199036
Time for 100 Batches: 0.4295408010482788
100 Batch Cumulative Loss: 256.90240490436554
Time for 100 Batches: 0.42892126242319745
100 Batch Cumulative Loss: 254.1483335494995
Time for 100 Batches: 0.4298908154169718
100 Batch Cumulative Loss: 258.8431068658829
Time for 100 Batches: 0.42845786015192666
100 Batch Cumulative Loss: 257.9825402498245
Time for 100 Batches: 0.42891709407170614
100 Batch Cumulative Loss: 257.1912363767624
Time for 100 Batches: 0.4300082763036092
100 Batch Cumulative Loss: 243.4688241481781
Time for 100 Batches: 0.4253140409787496
100 Batch Cumulative Loss: 242.73905849456787
Time for 100 Batches: 0.4289090355237325
100 Batch Cumulative Loss: 246.70295298099518
Time for 100 Batches: 0.42793333530426025
100 Batch Cumulative Loss: 236.4518826007843
Time for 100 Batches: 0.42820260922114056
100 Batch Cumulative Loss: 235.7695094347
Time for 100 Batches: 0.43022412061691284
100 Batch Cumulative Loss: 230.85508704185486
Time for 100 Batches: 0.4243334372838338
100 Batch Cumulative Loss: 235.99894642829895
Time for 100 Batches: 0.4287134567896525
100 Batch Cumulative Loss: 240.38250696659088
Time for 100 Batches: 0.4267742911974589
100 Batch Cumulative Loss: 233.49521052837372
Time for 100 Batches: 0.4238143086433411
100 Batch Cumulative Loss: 228.1222174167633
Time for 100 Batches: 0.42851004203160603
100 Batch Cumulative Loss: 230.25277400016785
Time for 100 Batches: 0.43010658423105874
100 Batch Cumulative Loss: 226.5814266204834
Time for 100 Batches: 0.42766940196355185
100 Batch Cumulative Loss: 237.77652955055237
Time for 100 Batches: 0.4299049655596415
100 Batch Cumulative Loss: 233.33682644367218
Time for 100 Batches: 0.43082222143809
100 Batch Cumulative Loss: 229.2796128988266
Time for 100 Batches: 0.42900251944859824
100 Batch Cumulative Loss: 229.93490886688232
Time for 100 Batches: 0.42893005212148033
100 Batch Cumulative Loss: 224.59414553642273
Time for 100 Batches: 0.42956798473993935
