Batch,Training Loss,Testing Loss,Learning Rate
0,39.84410762786865,39.84410762786865,0.01
100,29.42429058998823,23.225155472755432,0.01
200,30.587902568280697,24.419163167476654,0.01
300,29.499850936233997,23.026446998119354,0.01
400,31.137279860675335,48.76239895820618,0.01
500,31.839850559830666,46.31294906139374,0.01
600,29.28135584294796,-0.0,0.01
700,27.024738647043705,24.160541594028473,0.01
800,31.35605251044035,32.61888027191162,0.01
900,35.7741119787097,39.94274437427521,0.01
1000,31.071035958826542,17.073142528533936,0.01
1100,32.25234600901604,94.49318051338196,0.01
1200,27.107649266719818,39.72036838531494,0.01
1300,32.997209548950195,22.90000468492508,0.01
1400,27.465368323028088,31.505689024925232,0.01
1500,29.898545160889626,48.14623296260834,0.01
1600,30.393104754388332,25.672560930252075,0.01
1700,30.13622272014618,23.7053319811821,0.01
1800,30.811701394617558,7.461251318454742,0.01
1900,31.914028584957123,42.52314865589142,0.01
2000,28.59115792065859,40.915969014167786,0.01
2100,33.1214901432395,39.91073668003082,0.01
2200,28.053533643484116,16.207076609134674,0.01
2300,29.855620801448822,24.002647399902344,0.01
2400,29.673313573002815,72.63674139976501,0.01
2500,30.370553858578205,31.796738505363464,0.01
2600,29.37344641238451,53.92637848854065,0.01
2700,30.446887955069542,7.3130495846271515,0.01
2800,31.233718909323215,-0.0,0.01
2900,31.08623120933771,15.280170738697052,0.01
3000,32.843042604625225,57.79332518577576,0.01
3100,32.79620362073183,30.686718225479126,0.01
3200,31.953383289277554,63.156622648239136,0.01
3300,29.144865192472935,48.2812762260437,0.01
3400,26.92940079420805,31.320485472679138,0.01
3500,35.22507666051388,40.026870369911194,0.01
3600,32.29198419302702,30.99568486213684,0.01
3700,32.47951256483793,23.06898832321167,0.01
3800,34.82213246077299,39.8995965719223,0.01
3900,29.381907902657986,16.291263699531555,0.01
4000,31.39918878674507,23.873978853225708,0.01
4100,29.714070677757263,40.166205167770386,0.01
4200,31.21041363477707,64.29745554924011,0.01
4300,31.63904020190239,31.572046875953674,0.01
4400,28.840374015271664,24.17389303445816,0.01
4500,28.9046837836504,15.147952735424042,0.01
4600,32.441222570836544,-0.0,0.01
4700,32.57321713864803,56.284499168395996,0.01
4800,30.72552464902401,22.33784794807434,0.01
4900,29.470579847693443,39.77352976799011,0.01
5000,29.861160449683666,24.57023561000824,0.01
5100,30.290846809744835,63.82216811180115,0.01
5200,28.745633497834206,30.740973353385925,0.01
5300,29.05560038983822,40.495309233665466,0.01
5400,30.013221710920334,40.18635451793671,0.01
5500,32.542783476412296,102.33105421066284,0.01
5600,29.350130662322044,16.04360193014145,0.01
5700,28.102265402674675,46.918946504592896,0.01
5800,29.69360049813986,23.311422765254974,0.01
5900,27.873227506875992,7.671238481998444,0.01
6000,28.301417857408524,15.967465937137604,0.01
6100,33.84085177630186,39.22364413738251,0.01
6200,31.427043855190277,30.759045481681824,0.01
6300,30.087508387863636,32.60248899459839,0.01
6400,28.84587663412094,7.475154101848602,0.01
6500,29.279826529324055,40.10820388793945,0.01
6600,29.040227197110653,38.24280500411987,0.01
6700,28.560072906315327,24.191704392433167,0.01
6800,30.300550013780594,63.477444648742676,0.01
6900,33.19501915574074,7.9850733280181885,0.01
7000,31.799610026180744,15.791194140911102,0.01
7100,27.022819563746452,55.9598445892334,0.01
7200,31.23394837230444,-0.0,0.01
7300,28.165498979389668,23.71874451637268,0.01
7400,31.41658915579319,23.886318504810333,0.01
7500,27.620442025363445,23.694680631160736,0.01
7600,30.07128607481718,23.736225068569183,0.01
7700,29.203306399285793,39.55841362476349,0.01
7800,30.169330962002277,8.812741190195084,0.01
7900,32.18915002793074,39.65559005737305,0.01
8000,29.20483173429966,23.552916944026947,0.01
8100,30.179528266191483,31.21163249015808,0.01
8200,28.55429382622242,15.875762701034546,0.01
8300,30.113491863012314,38.07485103607178,0.01
8400,29.2037812769413,47.87245690822601,0.01
8500,32.17115557938814,48.58224391937256,0.01
8600,28.62398311495781,56.00471496582031,0.01
8700,30.027736373245716,32.28856325149536,0.01
8800,26.153274603188038,39.40764665603638,0.01
8900,31.618442818522453,55.62896132469177,0.01
9000,31.796231612563133,38.775575160980225,0.01
9100,30.190198801457882,7.607754319906235,0.01
9200,27.20729248225689,46.97665274143219,0.01
9300,33.54816349595785,46.90927863121033,0.01
9400,30.452844444662333,15.468154847621918,0.01
9500,29.791907891631126,23.506084084510803,0.01
9600,29.263739190995693,33.984482288360596,0.01
9700,31.381233133375645,-0.0,0.01
9800,31.266110204160213,53.9530873298645,0.01
9900,31.44315215945244,8.614988625049591,0.01
10000,31.46104086190462,46.129828691482544,0.01
10100,31.044957503676414,32.91579186916351,0.01
10200,34.690482541918755,54.84530329704285,0.01
10300,32.98293329030275,55.149197578430176,0.01
10400,31.34819084405899,15.880811214447021,0.01
10500,31.709963716566563,78.24679017066956,0.01
10600,28.389850728213787,22.955429553985596,0.01
10700,31.05832812190056,15.836277604103088,0.01
10800,32.8040130212903,16.620424389839172,0.01
10900,31.344621896743774,-0.0,0.01
11000,33.261911161243916,24.27409589290619,0.01
11100,30.564185097813606,32.46748447418213,0.01
11200,29.74435816705227,31.81735873222351,0.01
11300,32.9698254019022,-0.0,0.01
11400,30.438962191343307,46.48522138595581,0.01
