Batch,Training Loss,Testing Loss,Learning Rate
0,29.428350925445557,29.428350925445557,0.01
100,31.514830082654953,16.33247137069702,0.01
200,30.303197108209133,32.35810101032257,0.01
300,34.44513300806284,14.607009291648865,0.01
400,31.362726859748363,40.21109342575073,0.01
500,30.711637683212757,24.415187537670135,0.01
600,30.805096246302128,16.08187109231949,0.01
700,34.835997968912125,47.055014967918396,0.01
800,32.575331658124924,21.742133796215057,0.01
900,31.41957814246416,14.894317090511322,0.01
1000,30.242412835359573,8.308369666337967,0.01
1100,32.5983679741621,32.082805037498474,0.01
1200,32.87280295044184,87.69275546073914,0.01
1300,29.254205159842968,39.42549228668213,0.01
1400,30.576194651424885,57.9944908618927,0.01
1500,31.023201636970043,6.524658203125,0.01
1600,27.56307142227888,47.53396511077881,0.01
1700,29.076805248856544,24.003803730010986,0.01
1800,33.42276041209698,14.981608092784882,0.01
1900,31.517396084964275,23.459577560424805,0.01
2000,31.22893586009741,22.630533576011658,0.01
2100,29.90792439877987,40.03574848175049,0.01
2200,29.496992848813534,48.74264597892761,0.01
2300,30.599413573741913,23.41828942298889,0.01
2400,31.953242301940918,24.033452570438385,0.01
2500,29.82433123141527,24.709388613700867,0.01
2600,29.545274332165718,23.1063574552536,0.01
2700,31.6940251365304,46.5633898973465,0.01
2800,29.66213644295931,33.03815722465515,0.01
2900,33.14360485970974,6.690686196088791,0.01
3000,29.79049626737833,49.97142553329468,0.01
3100,30.358003072440624,49.28237199783325,0.01
3200,32.21963278204203,77.95992493629456,0.01
3300,31.92407340556383,65.67225456237793,0.01
3400,29.824746049940586,14.942647516727448,0.01
3500,31.36832394450903,21.87889665365219,0.01
3600,31.20390347391367,14.280149340629578,0.01
3700,31.347366720438004,22.152072191238403,0.01
3800,32.236403308808804,73.02851676940918,0.01
3900,31.120441742241383,32.094600796699524,0.01
4000,29.70312238484621,31.391388177871704,0.01
4100,31.984875939786434,8.901793509721756,0.01
4200,31.751082435250282,24.513979256153107,0.01
4300,29.28989978134632,8.876896649599075,0.01
4400,33.60882067680359,39.838576316833496,0.01
4500,32.33256482332945,16.42046421766281,0.01
4600,31.549934223294258,23.293636739253998,0.01
4700,29.419542096555233,39.77234363555908,0.01
4800,28.623507760465145,40.75915217399597,0.01
4900,32.688738971948624,21.75528109073639,0.01
5000,29.959639504551888,55.434513092041016,0.01
5100,33.42326062917709,49.521201848983765,0.01
5200,33.4911130592227,37.768468260765076,0.01
5300,31.376665458083153,23.885223269462585,0.01
5400,32.95987182110548,15.900366008281708,0.01
5500,29.285830415785313,-0.0,0.01
5600,31.769641496241093,-0.0,0.01
5700,31.106191508471966,32.42672681808472,0.01
5800,30.903333470225334,64.24777507781982,0.01
5900,30.581552863121033,16.149534285068512,0.01
6000,27.149656519293785,47.08782136440277,0.01
6100,29.37561870366335,22.081206738948822,0.01
6200,32.09335561096668,51.363980770111084,0.01
6300,31.86693647503853,30.355969071388245,0.01
6400,31.956671379506588,22.027036547660828,0.01
6500,30.578599862754345,25.32843053340912,0.01
6600,32.835224375128746,23.1953427195549,0.01
6700,34.11431760340929,53.87098789215088,0.01
6800,34.29036858677864,23.35153967142105,0.01
6900,31.26419038325548,30.923694372177124,0.01
7000,31.839602544903755,7.805495709180832,0.01
7100,32.75051037967205,29.414409399032593,0.01
7200,30.76948508620262,24.649110436439514,0.01
7300,28.544961512088776,16.267196834087372,0.01
7400,33.80178802460432,15.02288281917572,0.01
7500,30.17528410255909,37.70639896392822,0.01
7600,32.05908014625311,41.352108120918274,0.01
7700,32.271017499268055,23.360981047153473,0.01
7800,32.33381329476833,7.130102813243866,0.01
7900,29.56189825385809,40.60696363449097,0.01
8000,34.07399872690439,31.28177523612976,0.01
8100,30.896776370704174,55.225950479507446,0.01
8200,32.16050198674202,23.38881343603134,0.01
8300,29.443233162164688,7.146677374839783,0.01
8400,29.712456606328487,40.48095345497131,0.01
8500,32.47366288304329,32.08433389663696,0.01
8600,32.13916525244713,33.0615758895874,0.01
8700,31.478387981653214,7.6654694974422455,0.01
8800,31.63486561179161,23.38183969259262,0.01
8900,29.964370168745518,14.917552471160889,0.01
9000,28.579648837447166,7.633127272129059,0.01
9100,29.353996992111206,8.134406059980392,0.01
9200,29.142062962055206,25.126639008522034,0.01
9300,29.519826240837574,23.507159948349,0.01
9400,30.101728092879057,31.529808044433594,0.01
