Began Loading Data
Finished Loading Data
Batch 0 Loss:	0.7016931772232056
Batch 0 Time:	0.15326582590738932 minutes
Batch 100 Loss:	59.54062435030937
Batch 100 Time:	2.0360854347546895 minutes
Batch 200 Loss:	44.99305246770382
Batch 200 Time:	2.0513737638791403 minutes
Batch 300 Loss:	36.1706487685442
Batch 300 Time:	2.054285156726837 minutes
Batch 400 Loss:	31.652445144951344
Batch 400 Time:	2.0537099321683248 minutes
Batch 500 Loss:	29.173435542732477
Batch 500 Time:	2.0422107855478924 minutes
Batch 600 Loss:	28.03441660106182
Batch 600 Time:	2.0469693501790363 minutes
Batch 700 Loss:	23.924919944256544
Batch 700 Time:	2.052574555079142 minutes
Batch 800 Loss:	20.712963540107012
Batch 800 Time:	2.056858154137929 minutes
Batch 900 Loss:	20.16450934484601
Batch 900 Time:	2.011298982302348 minutes
Batch 1000 Loss:	19.347132202237844
Batch 1000 Time:	2.027809456984202 minutes
Batch 1100 Loss:	21.635434187948704
Batch 1100 Time:	2.058130311965942 minutes
Batch 1200 Loss:	15.926901798695326
Batch 1200 Time:	2.023108887672424 minutes
Batch 1300 Loss:	15.813006799668074
Batch 1300 Time:	2.0368272145589192 minutes
Batch 1400 Loss:	16.20350994542241
Batch 1400 Time:	2.036976889769236 minutes
Batch 1500 Loss:	16.487540343776345
Batch 1500 Time:	2.0510319153467815 minutes
Batch 1600 Loss:	14.361394513398409
Batch 1600 Time:	2.0618342717488605 minutes
Batch 1700 Loss:	13.655659982468933
Batch 1700 Time:	2.0205955147743224 minutes
Batch 1800 Loss:	11.292256229557097
Batch 1800 Time:	2.0162423253059387 minutes
Batch 1900 Loss:	12.803393939044327
Batch 1900 Time:	2.034513568878174 minutes
Batch 2000 Loss:	12.37052886467427
Batch 2000 Time:	2.0448237458864846 minutes
Batch 2100 Loss:	10.946375668048859
Batch 2100 Time:	2.038180375099182 minutes
Batch 2200 Loss:	10.626817273674533
Batch 2200 Time:	2.0090248187383017 minutes
Batch 2300 Loss:	8.363684557843953
Batch 2300 Time:	2.061577785015106 minutes
Batch 2400 Loss:	10.070792574435472
Batch 2400 Time:	2.044779129823049 minutes
Batch 2500 Loss:	8.775011586025357
Batch 2500 Time:	2.043104378382365 minutes
Batch 2600 Loss:	9.631829241057858
Batch 2600 Time:	1.9810818155606589 minutes
Batch 2700 Loss:	7.717439676634967
Batch 2700 Time:	2.048025174935659 minutes
Batch 2800 Loss:	9.88235519034788
Batch 2800 Time:	2.040069103240967 minutes
Batch 2900 Loss:	7.523588412441313
Batch 2900 Time:	2.033964455127716 minutes
Batch 3000 Loss:	7.280511389602907
Batch 3000 Time:	2.0379664381345113 minutes
Batch 3100 Loss:	6.67045561154373
Batch 3100 Time:	2.0464836835861204 minutes
Batch 3200 Loss:	10.184428472421132
Batch 3200 Time:	2.021696650981903 minutes
Batch 3300 Loss:	7.707501720404252
Batch 3300 Time:	2.0417030811309815 minutes
Batch 3400 Loss:	8.970805952325463
Batch 3400 Time:	2.0492236693700154 minutes
Batch 3500 Loss:	6.5128745613619685
Batch 3500 Time:	2.0315906763076783 minutes
Batch 3600 Loss:	5.8771658529294655
Batch 3600 Time:	2.0272183378537494 minutes
Batch 3700 Loss:	5.8084655466955155
Batch 3700 Time:	2.0538217624028525 minutes
Batch 3800 Loss:	6.152001989306882
Batch 3800 Time:	2.0526262362798056 minutes
Batch 3900 Loss:	5.530537086655386
Batch 3900 Time:	2.032479739189148 minutes
Batch 4000 Loss:	7.7629699788521975
Batch 4000 Time:	2.0262234369913736 minutes
Batch 4100 Loss:	5.547782717156224
Batch 4100 Time:	2.06774773200353 minutes
Batch 4200 Loss:	6.064616164658219
Batch 4200 Time:	2.0431341886520387 minutes
Batch 4300 Loss:	4.8866906486218795
Batch 4300 Time:	2.0430881142616273 minutes
Batch 4400 Loss:	6.300099095096812
Batch 4400 Time:	2.053230837980906 minutes
Batch 4500 Loss:	6.312767318217084
Batch 4500 Time:	2.024036387602488 minutes
Batch 4600 Loss:	5.569487466476858
Batch 4600 Time:	2.0356843074162803 minutes
Batch 4700 Loss:	3.1220851241378114
Batch 4700 Time:	2.0530529657999677 minutes
Batch 4800 Loss:	5.901029649248812
Batch 4800 Time:	2.0385592699050905 minutes
Batch 4900 Loss:	5.005862116697244
Batch 4900 Time:	2.022413988908132 minutes
Batch 5000 Loss:	5.945274347963277
Batch 5000 Time:	2.029375652472178 minutes
Batch 5100 Loss:	2.855584708682727
