,Name,+/-,Score,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
0,YJL197W,0.0,0.5,60,0,1,59,0.5083333333333333,1.0,0.5042016806722689,0.0,1.0
1,YJL070C,0.0,0.5,60,0,2,58,0.5166666666666667,1.0,0.5084745762711864,0.0,1.0
2,YAL001C,0.0,0.5,60,0,3,57,0.525,1.0,0.5128205128205128,0.0,1.0
3,YER036C,0.0,0.5,60,0,4,56,0.5333333333333333,1.0,0.5172413793103449,0.0,1.0
4,YDR420W,0.0,0.5,60,0,5,55,0.5416666666666666,1.0,0.5217391304347826,0.0,1.0
5,YAL044C,0.0,0.5,60,0,6,54,0.55,1.0,0.5263157894736842,0.0,1.0
6,YER175C,0.0,0.5,60,0,7,53,0.5583333333333333,1.0,0.5309734513274337,0.0,1.0
7,YDR338C,0.0,0.5,60,0,8,52,0.5666666666666667,1.0,0.5357142857142857,0.0,1.0
8,YOL044W,0.0,0.5,60,0,9,51,0.575,1.0,0.5405405405405406,0.0,1.0
9,YER162C,0.0,0.5,60,0,10,50,0.5833333333333334,1.0,0.5454545454545454,0.0,1.0
10,YPR180W,0.0,0.5,60,0,11,49,0.5916666666666667,1.0,0.5504587155963303,0.0,1.0
11,YDL102W,0.0,0.5,60,0,12,48,0.6,1.0,0.5555555555555556,0.0,1.0
12,YLR105C,0.0,0.5,60,0,13,47,0.6083333333333333,1.0,0.5607476635514018,0.0,1.0
13,YGR089W,0.0,0.5,60,0,14,46,0.6166666666666667,1.0,0.5660377358490566,0.0,1.0
14,YJL161W,0.0,0.5,60,0,15,45,0.625,1.0,0.5714285714285714,0.0,1.0
15,YGR234W,0.0,0.5,60,0,16,44,0.6333333333333333,1.0,0.5769230769230769,0.0,1.0
16,YJR036C,0.0,0.5,60,0,17,43,0.6416666666666667,1.0,0.5825242718446602,0.0,1.0
17,YBL088C,0.0,0.5,60,0,18,42,0.65,1.0,0.5882352941176471,0.0,1.0
18,YDL008W,0.0,0.5,60,0,19,41,0.6583333333333333,1.0,0.594059405940594,0.0,1.0
19,YLR325C,0.0,0.5,60,0,20,40,0.6666666666666666,1.0,0.6,0.0,1.0
