Used 2009 Datasets
Initialized Expression Datasets
Initialized training and validation data
Initialized Network
./Yeast Resources/Pairwise/Spell/LossFunc/SM_BCE_x_b_113x25000x53_lr0.01_batch50_lfSM_BCE_Train_/
./Yeast Resources/Pairwise/Spell/LossFunc/SM_BCE_x_b_113x25000x53_lr0.01_batch50_lfSM_BCE_Test_/
100 Batch Cumulative Loss: 2.3877302184700966
Time for 100 Batches: 0.009550257523854574
100 Batch Cumulative Loss: 2.278481252491474
Time for 100 Batches: 0.5982348322868347
100 Batch Cumulative Loss: 2.2425352204591036
Time for 100 Batches: 0.6198611338933309
100 Batch Cumulative Loss: 2.198337182402611
Time for 100 Batches: 0.6208607435226441
100 Batch Cumulative Loss: 2.2141852378845215
Time for 100 Batches: 0.6201205889383952
100 Batch Cumulative Loss: 2.2262877468019724
Time for 100 Batches: 0.6153923471768697
100 Batch Cumulative Loss: 2.2183126844465733
Time for 100 Batches: 0.6206592043240865
100 Batch Cumulative Loss: 2.232927879318595
Time for 100 Batches: 0.624666674931844
100 Batch Cumulative Loss: 2.2537518683820963
Time for 100 Batches: 0.6228974262873331
100 Batch Cumulative Loss: 2.22891453653574
Time for 100 Batches: 0.6195385932922364
100 Batch Cumulative Loss: 2.2286236118525267
Time for 100 Batches: 0.6222998420397441
100 Batch Cumulative Loss: 2.18297016620636
Time for 100 Batches: 0.6207478602727254
100 Batch Cumulative Loss: 2.2276039998978376
Time for 100 Batches: 0.6252346475919087
100 Batch Cumulative Loss: 2.1952704042196274
Time for 100 Batches: 0.621339205900828
100 Batch Cumulative Loss: 2.2076950017362833
Time for 100 Batches: 0.6201916058858236
100 Batch Cumulative Loss: 2.2197011448442936
Time for 100 Batches: 0.6210262338320415
100 Batch Cumulative Loss: 2.224254021421075
Time for 100 Batches: 0.6250205953915914
100 Batch Cumulative Loss: 2.228889349848032
Time for 100 Batches: 0.6187946160634359
100 Batch Cumulative Loss: 2.2544004060328007
Time for 100 Batches: 0.6250215967496237
100 Batch Cumulative Loss: 2.217114118859172
Time for 100 Batches: 0.6192658305168152
100 Batch Cumulative Loss: 2.22194154933095
Time for 100 Batches: 0.623920985062917
100 Batch Cumulative Loss: 2.2482663076370955
Time for 100 Batches: 0.6270050644874573
100 Batch Cumulative Loss: 2.188499053940177
Time for 100 Batches: 0.6247119625409444
100 Batch Cumulative Loss: 2.178598551079631
Time for 100 Batches: 0.6241803288459777
100 Batch Cumulative Loss: 2.2349763680249453
Time for 100 Batches: 0.6231717507044474
100 Batch Cumulative Loss: 2.2283285837620497
Time for 100 Batches: 0.6247423410415649
100 Batch Cumulative Loss: 2.186850767582655
Time for 100 Batches: 0.6284290631612142
100 Batch Cumulative Loss: 2.1744374688714743
Time for 100 Batches: 0.6197339455286662
100 Batch Cumulative Loss: 2.224045133218169
Time for 100 Batches: 0.6293454766273499
100 Batch Cumulative Loss: 2.2192726228386164
Time for 100 Batches: 0.6277101675669352
100 Batch Cumulative Loss: 2.210632313042879
Time for 100 Batches: 0.6240431785583496
100 Batch Cumulative Loss: 2.2156676556915045
Time for 100 Batches: 0.6206288536389669
100 Batch Cumulative Loss: 2.183040201663971
Time for 100 Batches: 0.6230620940526327
100 Batch Cumulative Loss: 2.202041730284691
Time for 100 Batches: 0.6219579855600993
100 Batch Cumulative Loss: 2.223154366016388
Time for 100 Batches: 0.6265426635742187
100 Batch Cumulative Loss: 2.205736715346575
Time for 100 Batches: 0.6221972266832988
100 Batch Cumulative Loss: 2.170416271314025
Time for 100 Batches: 0.6264779448509217
100 Batch Cumulative Loss: 2.1834836322814226
Time for 100 Batches: 0.6268454194068909
100 Batch Cumulative Loss: 2.1850378923118114
Time for 100 Batches: 0.624070926507314
100 Batch Cumulative Loss: 2.182252084836364
Time for 100 Batches: 0.623213263352712
100 Batch Cumulative Loss: 2.178097704425454
Time for 100 Batches: 0.623658561706543
100 Batch Cumulative Loss: 2.202334553003311
Time for 100 Batches: 0.6247952540715536
100 Batch Cumulative Loss: 2.167707910761237
Time for 100 Batches: 0.6285047729810079
100 Batch Cumulative Loss: 2.229273647069931
Time for 100 Batches: 0.6265321056048075
100 Batch Cumulative Loss: 2.209130821749568
Time for 100 Batches: 0.6299051324526469
100 Batch Cumulative Loss: 2.170719237998128
Time for 100 Batches: 0.6245543917020162
100 Batch Cumulative Loss: 2.1683124154806137
Time for 100 Batches: 0.6285906354586284
100 Batch Cumulative Loss: 2.171488154679537
Time for 100 Batches: 0.6252690712610881
100 Batch Cumulative Loss: 2.222777020186186
Time for 100 Batches: 0.6227299213409424
100 Batch Cumulative Loss: 2.147910874336958
Time for 100 Batches: 0.6233865857124329
100 Batch Cumulative Loss: 2.1834107749164104
Time for 100 Batches: 0.6297463496526082
100 Batch Cumulative Loss: 2.192671723663807
Time for 100 Batches: 0.6245698849360148
100 Batch Cumulative Loss: 2.1857108511030674
Time for 100 Batches: 0.6270733753840129
100 Batch Cumulative Loss: 2.245720913633704
Time for 100 Batches: 0.6233093539873759
100 Batch Cumulative Loss: 2.192413041368127
Time for 100 Batches: 0.6288818915685018
100 Batch Cumulative Loss: 2.1656861901283264
Time for 100 Batches: 0.6255931297938029
100 Batch Cumulative Loss: 2.1885913014411926
Time for 100 Batches: 0.6222061157226563
100 Batch Cumulative Loss: 2.1917947065085173
Time for 100 Batches: 0.625233527024587
100 Batch Cumulative Loss: 2.1893794145435095
Time for 100 Batches: 0.6228193600972494
100 Batch Cumulative Loss: 2.185516497120261
Time for 100 Batches: 0.6286163369814555
100 Batch Cumulative Loss: 2.198119316250086
Time for 100 Batches: 0.6241682291030883
100 Batch Cumulative Loss: 2.2151781003922224
Time for 100 Batches: 0.6232897520065308
100 Batch Cumulative Loss: 2.2068126685917377
Time for 100 Batches: 0.6273112257321676
100 Batch Cumulative Loss: 2.1949401758611202
Time for 100 Batches: 0.6249865174293519
100 Batch Cumulative Loss: 2.203562492504716
Time for 100 Batches: 0.6274755915006002
100 Batch Cumulative Loss: 2.213033504784107
Time for 100 Batches: 0.6217849373817443
100 Batch Cumulative Loss: 2.189705219119787
Time for 100 Batches: 0.6261546452840169
100 Batch Cumulative Loss: 2.2303533479571342
Time for 100 Batches: 0.6256991744041442
100 Batch Cumulative Loss: 2.1732191145420074
Time for 100 Batches: 0.6288426558176676
100 Batch Cumulative Loss: 2.2043673507869244
Time for 100 Batches: 0.6264647006988525
100 Batch Cumulative Loss: 2.2200025096535683
Time for 100 Batches: 0.628945008913676
100 Batch Cumulative Loss: 2.1624715514481068
Time for 100 Batches: 0.6278937021891277
100 Batch Cumulative Loss: 2.1749792378395796
Time for 100 Batches: 0.6280565937360127
100 Batch Cumulative Loss: 2.209306638687849
Time for 100 Batches: 0.6211740891138713
100 Batch Cumulative Loss: 2.2118643671274185
Time for 100 Batches: 0.6234086314837138
100 Batch Cumulative Loss: 2.186179978772998
Time for 100 Batches: 0.6228945136070252
100 Batch Cumulative Loss: 2.17963801138103
Time for 100 Batches: 0.62669943968455
100 Batch Cumulative Loss: 2.203721094876528
Time for 100 Batches: 0.6257565021514893
100 Batch Cumulative Loss: 2.1705384831875563
Time for 100 Batches: 0.6269422690073649
100 Batch Cumulative Loss: 2.1565803941339254
Time for 100 Batches: 0.6244897603988647
100 Batch Cumulative Loss: 2.194704122841358
Time for 100 Batches: 0.6250527660051982
100 Batch Cumulative Loss: 2.176978137344122
Time for 100 Batches: 0.6264917810757955
100 Batch Cumulative Loss: 2.205649372190237
Time for 100 Batches: 0.6251327594121298
100 Batch Cumulative Loss: 2.1948617715388536
Time for 100 Batches: 0.626316499710083
100 Batch Cumulative Loss: 2.178166853263974
Time for 100 Batches: 0.6244726777076721
100 Batch Cumulative Loss: 2.197396645322442
Time for 100 Batches: 0.6187103708585103
100 Batch Cumulative Loss: 2.1640140898525715
Time for 100 Batches: 0.626918359597524
100 Batch Cumulative Loss: 2.1783843599259853
Time for 100 Batches: 0.6238269130388896
100 Batch Cumulative Loss: 2.219456635415554
Time for 100 Batches: 0.6198809425036113
100 Batch Cumulative Loss: 2.1933557745069265
Time for 100 Batches: 0.6205888231595357
100 Batch Cumulative Loss: 2.1770109962671995
Time for 100 Batches: 0.6285930315653483
100 Batch Cumulative Loss: 2.2220989782363176
Time for 100 Batches: 0.6251194516817729
100 Batch Cumulative Loss: 2.1837018504738808
Time for 100 Batches: 0.629591437180837
100 Batch Cumulative Loss: 2.2143883779644966
Time for 100 Batches: 0.6247798641522725
100 Batch Cumulative Loss: 2.255345683544874
Time for 100 Batches: 0.6252247810363769
