Used 2009 Datasets
Initialized Expression Datasets
Initialized training and validation data
Initialized Network
./Yeast Resources/Pairwise/Spell/LossFunc/CCE_x_b_113x25000x53_lr0.01_batch50_lfCCE_Train_/
./Yeast Resources/Pairwise/Spell/LossFunc/CCE_x_b_113x25000x53_lr0.01_batch50_lfCCE_Test_/
100 Batch Cumulative Loss: 16.305238008499146
Time for 100 Batches: 0.00606386661529541
100 Batch Cumulative Loss: 24.642168812686577
Time for 100 Batches: 0.5893230319023133
100 Batch Cumulative Loss: 28.805880463682115
Time for 100 Batches: 0.5838486949602762
100 Batch Cumulative Loss: 32.60469722747803
Time for 100 Batches: 0.5908414324124655
100 Batch Cumulative Loss: 26.536118062678725
Time for 100 Batches: 0.5881213744481405
100 Batch Cumulative Loss: 29.71318565774709
Time for 100 Batches: 0.5845982035001119
100 Batch Cumulative Loss: 29.24177084490657
Time for 100 Batches: 0.5880024154980977
100 Batch Cumulative Loss: 29.326681651175022
Time for 100 Batches: 0.5883474191029866
100 Batch Cumulative Loss: 31.18290152447298
Time for 100 Batches: 0.588897164662679
100 Batch Cumulative Loss: 26.59502169676125
Time for 100 Batches: 0.5883654832839966
100 Batch Cumulative Loss: 28.356684527359903
Time for 100 Batches: 0.5882017612457275
100 Batch Cumulative Loss: 29.990466316230595
Time for 100 Batches: 0.5849173625310262
100 Batch Cumulative Loss: 29.682001495268196
Time for 100 Batches: 0.5882410685221354
100 Batch Cumulative Loss: 34.22867441968992
Time for 100 Batches: 0.5892358303070069
100 Batch Cumulative Loss: 27.444099479354918
Time for 100 Batches: 0.5873745679855347
100 Batch Cumulative Loss: 25.8058311752975
Time for 100 Batches: 0.5850980122884114
100 Batch Cumulative Loss: 30.006982591934502
Time for 100 Batches: 0.5867219726244609
100 Batch Cumulative Loss: 28.143465189728886
Time for 100 Batches: 0.5868445237477621
100 Batch Cumulative Loss: 29.387192715425044
Time for 100 Batches: 0.5895141084988912
100 Batch Cumulative Loss: 25.233288337942213
Time for 100 Batches: 0.5888487776120503
100 Batch Cumulative Loss: 23.942520821467042
Time for 100 Batches: 0.5894503593444824
100 Batch Cumulative Loss: 35.74563635606319
Time for 100 Batches: 0.5884729305903117
100 Batch Cumulative Loss: 24.958945550955832
Time for 100 Batches: 0.593355393409729
100 Batch Cumulative Loss: 31.939478872343898
Time for 100 Batches: 0.5837926268577576
100 Batch Cumulative Loss: 26.836158176418394
Time for 100 Batches: 0.5861095428466797
100 Batch Cumulative Loss: 33.360098731238395
Time for 100 Batches: 0.5876657684644063
100 Batch Cumulative Loss: 28.233764939010143
Time for 100 Batches: 0.5856187105178833
100 Batch Cumulative Loss: 28.97308020479977
Time for 100 Batches: 0.5880932450294495
100 Batch Cumulative Loss: 27.057197105605155
Time for 100 Batches: 0.5887936274210612
100 Batch Cumulative Loss: 27.94741295091808
Time for 100 Batches: 0.5905539035797119
100 Batch Cumulative Loss: 25.926585837733
Time for 100 Batches: 0.5868787447611491
100 Batch Cumulative Loss: 27.617917930241674
Time for 100 Batches: 0.5867674191792805
100 Batch Cumulative Loss: 29.691798104904592
Time for 100 Batches: 0.5885590036710103
100 Batch Cumulative Loss: 30.97621351806447
Time for 100 Batches: 0.5882385810216267
100 Batch Cumulative Loss: 26.378650159575045
Time for 100 Batches: 0.5850262959798177
100 Batch Cumulative Loss: 25.87797009246424
Time for 100 Batches: 0.5843237598737081
100 Batch Cumulative Loss: 25.911194349639118
Time for 100 Batches: 0.586020044485728
100 Batch Cumulative Loss: 24.645080079324543
Time for 100 Batches: 0.5929341117540995
100 Batch Cumulative Loss: 25.69892683904618
Time for 100 Batches: 0.5891821265220643
100 Batch Cumulative Loss: 20.784266462083906
Time for 100 Batches: 0.590024717648824
100 Batch Cumulative Loss: 28.701242693234235
Time for 100 Batches: 0.5886071364084879
100 Batch Cumulative Loss: 28.035843319259584
Time for 100 Batches: 0.5910123507181804
100 Batch Cumulative Loss: 23.453776036389172
Time for 100 Batches: 0.5874418338139852
100 Batch Cumulative Loss: 27.208666105754673
Time for 100 Batches: 0.5902226448059082
100 Batch Cumulative Loss: 29.640696411952376
Time for 100 Batches: 0.5904685099919637
100 Batch Cumulative Loss: 20.178806953597814
Time for 100 Batches: 0.587680979569753
100 Batch Cumulative Loss: 27.436258306726813
Time for 100 Batches: 0.5823324640591939
100 Batch Cumulative Loss: 26.563806405756623
Time for 100 Batches: 0.5883388519287109
100 Batch Cumulative Loss: 25.1791619528085
Time for 100 Batches: 0.5863934636116028
100 Batch Cumulative Loss: 24.981024673674256
Time for 100 Batches: 0.5871530135472616
100 Batch Cumulative Loss: 26.070961124729365
Time for 100 Batches: 0.5903136452039083
100 Batch Cumulative Loss: 27.50793518871069
Time for 100 Batches: 0.5887022813161215
100 Batch Cumulative Loss: 25.804709686432034
Time for 100 Batches: 0.5879531542460124
100 Batch Cumulative Loss: 22.166891389526427
Time for 100 Batches: 0.5913330674171448
100 Batch Cumulative Loss: 27.519630739465356
Time for 100 Batches: 0.5854042251904805
100 Batch Cumulative Loss: 22.22207022085786
Time for 100 Batches: 0.5891348401705424
100 Batch Cumulative Loss: 23.925437704194337
Time for 100 Batches: 0.5841092507044474
100 Batch Cumulative Loss: 27.074966642074287
Time for 100 Batches: 0.5871930877367656
100 Batch Cumulative Loss: 25.091959826648235
Time for 100 Batches: 0.5912314097086588
100 Batch Cumulative Loss: 21.638532702811062
Time for 100 Batches: 0.5872908949851989
100 Batch Cumulative Loss: 23.0984354512766
Time for 100 Batches: 0.5921906510988871
100 Batch Cumulative Loss: 21.446328775025904
Time for 100 Batches: 0.5908767501513164
100 Batch Cumulative Loss: 20.86626973375678
Time for 100 Batches: 0.5918508847554524
100 Batch Cumulative Loss: 27.848447860218585
Time for 100 Batches: 0.5890732487042745
100 Batch Cumulative Loss: 22.112793056294322
Time for 100 Batches: 0.592024012406667
100 Batch Cumulative Loss: 20.695771588478237
Time for 100 Batches: 0.590210501352946
100 Batch Cumulative Loss: 22.154547348618507
Time for 100 Batches: 0.5871904651323955
100 Batch Cumulative Loss: 19.802299657836556
Time for 100 Batches: 0.5879968643188477
100 Batch Cumulative Loss: 19.8790885633789
Time for 100 Batches: 0.5908217231432596
100 Batch Cumulative Loss: 27.52107497351244
Time for 100 Batches: 0.5853170355161031
100 Batch Cumulative Loss: 26.689789755269885
Time for 100 Batches: 0.5866451025009155
100 Batch Cumulative Loss: 22.473725472576916
Time for 100 Batches: 0.5878852725028991
100 Batch Cumulative Loss: 23.36281608324498
Time for 100 Batches: 0.5862678647041321
100 Batch Cumulative Loss: 22.260487980674952
Time for 100 Batches: 0.5912750204404195
100 Batch Cumulative Loss: 19.187226118985564
Time for 100 Batches: 0.5867128610610962
100 Batch Cumulative Loss: 21.917688510380685
Time for 100 Batches: 0.5903881470362345
100 Batch Cumulative Loss: 20.472116411663592
Time for 100 Batches: 0.5885277430216471
100 Batch Cumulative Loss: 22.85940407216549
Time for 100 Batches: 0.5858216842015584
100 Batch Cumulative Loss: 25.92210948653519
Time for 100 Batches: 0.5882309198379516
100 Batch Cumulative Loss: 22.413483097217977
Time for 100 Batches: 0.5897897124290467
100 Batch Cumulative Loss: 26.04210372082889
Time for 100 Batches: 0.5833489418029785
100 Batch Cumulative Loss: 20.429896821267903
Time for 100 Batches: 0.5885649840037028
100 Batch Cumulative Loss: 21.020156181417406
Time for 100 Batches: 0.5880933403968811
100 Batch Cumulative Loss: 23.723531294614077
Time for 100 Batches: 0.5890577793121338
100 Batch Cumulative Loss: 19.605231028050184
Time for 100 Batches: 0.5822896520296733
100 Batch Cumulative Loss: 25.496015864424407
Time for 100 Batches: 0.5923586090405782
100 Batch Cumulative Loss: 22.063454349525273
Time for 100 Batches: 0.5867599606513977
100 Batch Cumulative Loss: 21.107268451247364
Time for 100 Batches: 0.5865165233612061
100 Batch Cumulative Loss: 22.71169526129961
Time for 100 Batches: 0.5872064471244812
100 Batch Cumulative Loss: 19.967120955698192
Time for 100 Batches: 0.5872482935587565
100 Batch Cumulative Loss: 19.19359442591667
Time for 100 Batches: 0.5870520154635112
100 Batch Cumulative Loss: 23.931392909493297
Time for 100 Batches: 0.5870891412099203
100 Batch Cumulative Loss: 21.508785056415945
Time for 100 Batches: 0.5846962253252665
100 Batch Cumulative Loss: 22.83931396296248
Time for 100 Batches: 0.5899472792943319
100 Batch Cumulative Loss: 24.09758845064789
Time for 100 Batches: 0.58972061475118
100 Batch Cumulative Loss: 20.89665806433186
Time for 100 Batches: 0.5935578187306721
100 Batch Cumulative Loss: 21.891742264386266
Time for 100 Batches: 0.5889894922574361
100 Batch Cumulative Loss: 20.532394400332123
Time for 100 Batches: 0.5887893160184224
100 Batch Cumulative Loss: 25.91154451854527
Time for 100 Batches: 0.5889904061953227
100 Batch Cumulative Loss: 19.792366915848106
Time for 100 Batches: 0.5885876933733623
100 Batch Cumulative Loss: 20.368502006866038
Time for 100 Batches: 0.5874332825342814
100 Batch Cumulative Loss: 20.292298424057662
Time for 100 Batches: 0.5927293260892232
100 Batch Cumulative Loss: 19.64686080534011
Time for 100 Batches: 0.5849697271982829
100 Batch Cumulative Loss: 19.885460183490068
Time for 100 Batches: 0.5849235455195109
100 Batch Cumulative Loss: 16.98695947835222
Time for 100 Batches: 0.5922845482826233
100 Batch Cumulative Loss: 17.795498251449317
Time for 100 Batches: 0.5918087760607401
100 Batch Cumulative Loss: 20.39525283081457
Time for 100 Batches: 0.585623300075531
100 Batch Cumulative Loss: 21.099198424723
Time for 100 Batches: 0.5882173538208008
100 Batch Cumulative Loss: 20.715353950392455
Time for 100 Batches: 0.5894294619560242
100 Batch Cumulative Loss: 16.78520534420386
Time for 100 Batches: 0.5882768670717875
100 Batch Cumulative Loss: 18.902574031148106
Time for 100 Batches: 0.5840475559234619
100 Batch Cumulative Loss: 19.92300254944712
Time for 100 Batches: 0.5877019604047139
100 Batch Cumulative Loss: 22.139812083914876
Time for 100 Batches: 0.5894545714060465
100 Batch Cumulative Loss: 21.718343711458147
Time for 100 Batches: 0.5898559053738912
100 Batch Cumulative Loss: 18.954627892468125
Time for 100 Batches: 0.59098828236262
100 Batch Cumulative Loss: 22.64956315839663
Time for 100 Batches: 0.5925105214118958
100 Batch Cumulative Loss: 22.795135976281017
Time for 100 Batches: 0.5898320158322652
100 Batch Cumulative Loss: 20.083745353855193
Time for 100 Batches: 0.5897883653640748
100 Batch Cumulative Loss: 16.74537123274058
Time for 100 Batches: 0.5918769319852193
100 Batch Cumulative Loss: 19.463732312899083
Time for 100 Batches: 0.5826895157496135
100 Batch Cumulative Loss: 21.038252711761743
Time for 100 Batches: 0.5913912971814473
100 Batch Cumulative Loss: 19.064376037567854
Time for 100 Batches: 0.5886889656384786
100 Batch Cumulative Loss: 19.267808050382882
Time for 100 Batches: 0.5858231465021769
