,"Run 1, Fold 1","Run 1, Fold 2","Run 1, Fold 3","Run 1, Fold 4","Run 2, Fold 1","Run 2, Fold 2","Run 2, Fold 3","Run 2, Fold 4","Run 3, Fold 1","Run 3, Fold 2","Run 3, Fold 3","Run 3, Fold 4","Run 4, Fold 1","Run 4, Fold 2","Run 4, Fold 3","Run 4, Fold 4","Run 5, Fold 1","Run 5, Fold 2","Run 5, Fold 3","Run 5, Fold 4","Run 6, Fold 1","Run 6, Fold 2","Run 6, Fold 3","Run 6, Fold 4","Run 7, Fold 1","Run 7, Fold 2","Run 7, Fold 3","Run 7, Fold 4","Run 8, Fold 1","Run 8, Fold 2","Run 8, Fold 3","Run 8, Fold 4","Run 9, Fold 1","Run 9, Fold 2","Run 9, Fold 3","Run 9, Fold 4","Run 10, Fold 1","Run 10, Fold 2","Run 10, Fold 3","Run 10, Fold 4"
"Run 1, Fold 1",0.0,0.9934040562871407,0.9934040562871407,0.9934040562871407,0.3646830130832419,0.17273204721421787,0.8242325755501347,0.3646830130832419,0.3646830130832419,0.06366899842499962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Run 1, Fold 2",0.9934040562871407,0.0,0.9934040562871407,0.9934040562871407,0.3646830130832419,0.06366899842499962,0.608370762721649,0.17273204721421787,0.3646830130832419,0.8242325755501347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Run 1, Fold 3",0.9934040562871407,0.9934040562871407,0.0,0.9934040562871407,0.3646830130832419,0.9501519663667514,0.17273204721421787,0.608370762721649,0.8242325755501347,0.8242325755501347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Run 1, Fold 4",0.9934040562871407,0.9934040562871407,0.9934040562871407,0.0,0.3646830130832419,0.8242325755501347,0.17273204721421787,0.17273204721421787,0.3646830130832419,0.3646830130832419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Run 2, Fold 1",0.3646830130832419,0.3646830130832419,0.3646830130832419,0.3646830130832419,0.0,0.9934040562871407,0.9934040562871407,0.9934040562871407,0.06366899842499962,0.608370762721649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Run 2, Fold 2",0.17273204721421787,0.06366899842499962,0.9501519663667514,0.8242325755501347,0.9934040562871407,0.0,0.9934040562871407,0.9934040562871407,0.17273204721421787,0.3646830130832419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Run 2, Fold 3",0.8242325755501347,0.608370762721649,0.17273204721421787,0.17273204721421787,0.9934040562871407,0.9934040562871407,0.0,0.9934040562871407,0.17273204721421787,0.608370762721649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Run 2, Fold 4",0.3646830130832419,0.17273204721421787,0.608370762721649,0.17273204721421787,0.9934040562871407,0.9934040562871407,0.9934040562871407,0.0,0.9934040562871407,0.17273204721421787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Run 3, Fold 1",0.3646830130832419,0.3646830130832419,0.8242325755501347,0.3646830130832419,0.06366899842499962,0.17273204721421787,0.17273204721421787,0.9934040562871407,0.0,0.9934040562871407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Run 3, Fold 2",0.06366899842499962,0.8242325755501347,0.8242325755501347,0.3646830130832419,0.608370762721649,0.3646830130832419,0.608370762721649,0.17273204721421787,0.9934040562871407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
