Batch,Training Loss
0,399.4023323059082
100,361.78687930107117
200,329.1894738674164
300,326.0659258365631
400,319.3563768863678
500,320.9769809246063
600,318.85384035110474
700,304.5792889595032
800,315.86368227005005
900,306.1745824813843
1000,300.07676100730896
1100,305.76164722442627
1200,305.9898030757904
1300,297.67004680633545
1400,298.24720668792725
1500,294.04408979415894
1600,293.9400327205658
1700,289.86511611938477
1800,287.88557386398315
1900,289.78187012672424
2000,285.52838039398193
2100,283.9179220199585
2200,278.33336663246155
2300,277.5331573486328
2400,284.4686486721039
2500,278.45844435691833
2600,283.7829465866089
2700,277.9026851654053
2800,277.69209122657776
2900,283.48648738861084
3000,276.16815733909607
3100,268.532999753952
3200,269.52070593833923
3300,269.56338477134705
3400,274.32119727134705
3500,272.3899621963501
3600,268.2772285938263
3700,268.1213755607605
3800,271.1030972003937
3900,270.428982257843
4000,264.4394510984421
4100,267.09134578704834
4200,264.35617446899414
4300,261.66683065891266
4400,264.0458753108978
4500,263.7652506828308
4600,261.81141436100006
4700,256.3980225324631
4800,262.1611669063568
4900,257.4867956638336
5000,262.72644233703613
5100,259.9579417705536
5200,261.8526977300644
5300,257.668820977211
5400,255.29314196109772
5500,256.0664827823639
5600,259.55947184562683
5700,255.19542229175568
5800,253.8031713962555
5900,253.28984546661377
6000,252.13340437412262
6100,252.93545424938202
6200,251.53572702407837
6300,249.03180038928986
6400,248.21824169158936
6500,248.31824457645416
6600,247.8452069759369
6700,249.1137673854828
6800,248.27225708961487
6900,245.796839594841
7000,246.4843385219574
7100,249.12166893482208
7200,246.38850796222687
7300,244.8279379606247
7400,251.02311217784882
7500,245.89941358566284
7600,245.98637294769287
7700,251.5762459039688
7800,245.4081835746765
7900,241.54645609855652
8000,243.21582174301147
8100,239.60212004184723
8200,239.25714576244354
8300,232.8993490934372
8400,242.32032322883606
8500,242.37842500209808
8600,245.43076407909393
8700,235.08689737319946
8800,240.24790740013123
8900,237.3449113368988
9000,243.68523919582367
9100,234.07376420497894
9200,236.859876871109
9300,235.13304376602173
9400,233.49111950397491
9500,233.11678385734558
9600,233.81690526008606
9700,233.68652200698853
9800,236.17225182056427
9900,233.61656665802002
10000,232.18340468406677
10100,233.93251180648804
10200,234.46848356723785
10300,228.372820854187
10400,231.34650492668152
10500,238.60953521728516
10600,233.26303386688232
10700,233.88396656513214
10800,233.95990812778473
10900,226.67504918575287
11000,230.1018270254135
11100,226.53896987438202
11200,226.93420493602753
11300,229.9309105873108
11400,226.61028409004211
11500,225.63452243804932
11600,227.7608653306961
11700,228.87962460517883
11800,226.96515202522278
11900,226.60776245594025
12000,227.43502140045166
12100,223.36679089069366
12200,222.51191210746765
12300,220.70685386657715
12400,229.19442296028137
12500,222.32685041427612
12600,223.6104748249054
12700,224.03313052654266
12800,224.20872724056244
12900,225.97462832927704
13000,220.91033113002777
13100,223.40805339813232
13200,225.77264308929443
13300,220.56721937656403
13400,223.01824951171875
13500,223.58381390571594
13600,224.37371861934662
13700,219.02303874492645
13800,218.66395092010498
13900,219.38599371910095
14000,217.70075178146362
14100,216.09717178344727
14200,216.26590383052826
14300,218.1356704235077
14400,224.20549750328064
14500,219.61399018764496
14600,217.54826855659485
14700,218.32811403274536
14800,218.82424414157867
14900,213.26867043972015
