,Name,+/-,Folds,Score,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
0,YFL014W YGR209C,0.0,NA,2.669772736219045e-10,465,4649,1,0,0.09110459433040079,0.09092686742276104,1.0,0.9997849462365591,0.00021505376344086021
1,YGL252C YOL052C-A,0.0,NA,1.5705332589988075e-09,465,4648,2,0,0.09130009775171065,0.09094465088988853,1.0,0.9995698924731182,0.00043010752688172043
2,YPL271W YAL034C,0.0,NA,2.634913398580352e-09,465,4647,3,0,0.09149560117302052,0.09096244131455399,1.0,0.9993548387096775,0.0006451612903225806
3,YOL122C YLR175W,0.0,NA,6.7534560166393476e-09,465,4646,4,0,0.0916911045943304,0.09098023870084132,1.0,0.9991397849462366,0.0008602150537634409
4,YDR453C YLR239C,0.0,NA,1.1697627755324902e-08,465,4645,5,0,0.09188660801564028,0.09099804305283757,1.0,0.9989247311827957,0.001075268817204301
5,YHR170W YPL087W,0.0,NA,1.4764612643602959e-08,465,4644,6,0,0.09208211143695015,0.091015854374633,1.0,0.9987096774193548,0.0012903225806451613
6,YPR137W YNL292W,0.0,NA,2.8187372436150326e-08,465,4643,7,0,0.09227761485826003,0.09103367267032106,1.0,0.998494623655914,0.0015053763440860215
7,YLR200W YKR067W,0.0,NA,3.29099663076704e-08,465,4642,8,0,0.09247311827956989,0.09105149794399843,1.0,0.9982795698924731,0.0017204301075268817
8,YJL069C YEL039C,0.0,NA,7.633457954625555e-08,465,4641,9,0,0.09266862170087976,0.09106933019976499,1.0,0.9980645161290322,0.001935483870967742
9,YOR173W YGL237C,0.0,NA,8.798465955806023e-08,465,4640,10,0,0.09286412512218964,0.0910871694417238,1.0,0.9978494623655914,0.002150537634408602
10,YGR245C YOL080C,0.0,NA,1.0895097801721931e-07,465,4639,11,0,0.09305962854349951,0.09110501567398119,1.0,0.9976344086021506,0.0023655913978494624
11,YMR217W YDR533C,0.0,NA,1.1041601766237363e-07,465,4638,12,0,0.09325513196480939,0.09112286890064668,1.0,0.9974193548387097,0.0025806451612903226
12,YJL177W YFL030W,0.0,NA,1.1985133596681408e-07,465,4637,13,0,0.09345063538611925,0.091140729125833,1.0,0.9972043010752688,0.002795698924731183
13,YFR053C YHR002W,0.0,NA,1.2222299972108885e-07,465,4636,14,0,0.09364613880742913,0.09115859635365614,1.0,0.9969892473118279,0.003010752688172043
14,YFR053C YDR358W,0.0,NA,1.4831356054401112e-07,465,4635,15,0,0.093841642228739,0.09117647058823529,1.0,0.9967741935483871,0.0032258064516129032
15,YHR094C YOR173W,0.0,NA,1.6156778315234988e-07,465,4634,16,0,0.09403714565004888,0.09119435183369289,1.0,0.9965591397849463,0.0034408602150537634
16,YFR033C YPL087W,0.0,NA,1.6835130622894212e-07,465,4633,17,0,0.09423264907135875,0.09121224009415457,1.0,0.9963440860215054,0.0036559139784946237
17,YJL158C YDR283C,0.0,NA,1.7194683721299953e-07,465,4632,18,0,0.09442815249266862,0.09123013537374926,1.0,0.9961290322580645,0.003870967741935484
18,YHR094C YAL034C,0.0,NA,1.9556546249077655e-07,465,4631,19,0,0.09462365591397849,0.0912480376766091,1.0,0.9959139784946237,0.0040860215053763445
19,YHR037W YOL080C,0.0,NA,2.3294909112792084e-07,465,4630,20,0,0.09481915933528837,0.09126594700686948,1.0,0.9956989247311828,0.004301075268817204
20,YDR405W YLR026C,0.0,NA,2.3297863549487374e-07,465,4629,21,0,0.09501466275659824,0.09128386336866902,1.0,0.9954838709677419,0.004516129032258065
21,YGL162W YKR009C,0.0,NA,2.458429548823915e-07,465,4628,22,0,0.09521016617790812,0.09130178676614961,1.0,0.995268817204301,0.004731182795698925
22,YHL021C YLR340W,0.0,NA,2.5313502760582196e-07,465,4627,23,0,0.095405669599218,0.0913197172034564,1.0,0.9950537634408602,0.004946236559139785
23,YOL083W YIL107C,0.0,NA,3.0569719910999993e-07,465,4626,24,0,0.09560117302052785,0.09133765468473777,1.0,0.9948387096774194,0.005161290322580645
24,YOR168W YOL080C,0.0,NA,3.141627473723929e-07,465,4625,25,0,0.09579667644183773,0.09135559921414538,1.0,0.9946236559139785,0.005376344086021506
25,YML067C YKL081W,0.0,NA,3.1977177172848315e-07,465,4624,26,0,0.0959921798631476,0.09137355079583415,1.0,0.9944086021505376,0.005591397849462366
26,YJL031C YML100W,0.0,NA,3.3659642895145225e-07,465,4623,27,0,0.09618768328445748,0.09139150943396226,1.0,0.9941935483870967,0.005806451612903226
27,YDR116C YCR021C,0.0,NA,3.9269855278689647e-07,465,4622,28,0,0.09638318670576736,0.09140947513269117,1.0,0.993978494623656,0.006021505376344086
28,YNL121C YDR533C,0.0,NA,4.1020717844730825e-07,465,4621,29,0,0.09657869012707722,0.0914274478961856,1.0,0.9937634408602151,0.006236559139784947
29,YOR150W YHR008C,0.0,NA,4.6328995040312293e-07,465,4620,30,0,0.0967741935483871,0.09144542772861357,1.0,0.9935483870967742,0.0064516129032258064
30,YGL056C YPL104W,0.0,NA,4.971413432031113e-07,465,4619,31,0,0.09696969696969697,0.09146341463414634,1.0,0.9933333333333333,0.006666666666666667
31,YNL096C YDR412W,0.0,NA,5.061461365585274e-07,465,4618,32,0,0.09716520039100685,0.09148140861695848,1.0,0.9931182795698925,0.006881720430107527
32,YNL301C YFR034C,0.0,NA,5.379343406275439e-07,465,4617,33,0,0.09736070381231672,0.09149940968122787,1.0,0.9929032258064516,0.0070967741935483875
33,YAL036C YDR110W,0.0,NA,5.634165631818178e-07,465,4616,34,0,0.09755620723362658,0.09151741783113561,1.0,0.9926881720430107,0.007311827956989247
34,YOL052C-A YOR065W,0.0,NA,5.639455480377364e-07,465,4615,35,0,0.09775171065493646,0.09153543307086615,1.0,0.9924731182795699,0.007526881720430108
35,YPL271W YKR046C,0.0,NA,5.65288473808323e-07,465,4614,36,0,0.09794721407624633,0.0915534554046072,1.0,0.9922580645161291,0.007741935483870968
36,YDR173C YDR211W,0.0,NA,5.684044026565971e-07,465,4613,37,0,0.09814271749755621,0.09157148483654982,1.0,0.9920430107526882,0.007956989247311828
37,YKL091C YLR075W,0.0,NA,5.811749588247039e-07,465,4612,38,0,0.09833822091886608,0.09158952137088831,1.0,0.9918279569892473,0.008172043010752689
38,YJR055W YGL253W,0.0,NA,6.085563200031174e-07,465,4611,39,0,0.09853372434017596,0.09160756501182032,1.0,0.9916129032258064,0.008387096774193548
39,YKR081C YAL036C,0.0,NA,6.107214289841068e-07,465,4610,40,0,0.09872922776148582,0.0916256157635468,1.0,0.9913978494623656,0.008602150537634409
